Stage,StateVarName,Weight
43,price_9,1.0
43,price_10,1.0
43,price_11,1.0
43,price_12,1.0
43,price_13,1.0
43,price_14,1.0
43,price_15,1.0
43,price_16,1.0
43,price_17,1.0
43,price_18,1.0
43,price_19,1.0
43,price_20,1.0
43,price_21,1.0
43,price_22,1.0
43,price_23,1.0
44,price_0,1.0
44,price_1,1.0
44,price_2,1.0
44,price_3,1.0
44,price_4,1.0
44,price_5,1.0
44,price_6,1.0
44,price_7,1.0
44,price_8,1.0
44,price_9,1.0
44,price_10,1.0
44,price_11,1.0
44,price_12,1.0
44,price_13,1.0
44,price_14,1.0
44,price_15,1.0
44,price_16,1.0
44,price_17,1.0
44,price_18,1.0
44,price_19,1.0
44,price_20,1.0
44,price_21,1.0
44,price_22,1.0
44,price_23,1.0
45,price_0,1.0
45,price_1,1.0
45,price_2,1.0
45,price_3,1.0
45,price_4,1.0
45,price_5,1.0
45,price_6,1.0
45,price_7,1.0
45,price_8,1.0
45,price_9,1.0
45,price_10,1.0
45,price_11,1.0
45,price_12,1.0
45,price_13,1.0
45,price_14,1.0
45,price_15,1.0
45,price_16,1.0
45,price_17,1.0
45,price_18,1.0
45,price_19,1.0
45,price_20,1.0
45,price_21,1.0
45,price_22,1.0
45,price_23,1.0
46,price_0,1.0
46,price_1,1.0
46,price_2,1.0
46,price_3,1.0
46,price_4,1.0
46,price_5,1.0
46,price_6,1.0
46,price_7,1.0
46,price_8,1.0
46,price_9,1.0
46,price_10,1.0
46,price_11,1.0
46,price_12,1.0
46,price_13,1.0
46,price_14,1.0
46,price_15,1.0
46,price_16,1.0
46,price_17,1.0
46,price_18,1.0
46,price_19,1.0
46,price_20,1.0
46,price_21,1.0
46,price_22,1.0
46,price_23,1.0
47,price_0,1.0
47,price_1,1.0
47,price_2,1.0
47,price_3,1.0
47,price_4,1.0
47,price_5,1.0
47,price_6,1.0
47,price_7,1.0
47,price_8,1.0
47,price_9,1.0
47,price_10,1.0
47,price_11,1.0
47,price_12,1.0
47,price_13,1.0
47,price_14,1.0
47,price_15,1.0
47,price_16,1.0
47,price_17,1.0
47,price_18,1.0
47,price_19,1.0
47,price_20,1.0
47,price_21,1.0
47,price_22,1.0
47,price_23,1.0
48,price_0,1.0
48,price_1,1.0
48,price_2,1.0
48,price_3,1.0
48,price_4,1.0
48,price_5,1.0
48,price_6,1.0
48,price_7,1.0
48,price_8,1.0
48,price_9,1.0
48,price_10,1.0
48,price_11,1.0
48,price_12,1.0
48,price_13,1.0
48,price_14,1.0
48,price_15,1.0
48,price_16,1.0
48,price_17,1.0
48,price_18,1.0
48,price_19,1.0
48,price_20,1.0
48,price_21,1.0
48,price_22,1.0
